x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.2426974070063665,-0.12652738173051847,-0.07608175900516019,0.4320890616386504,-0.4913213011543499,-0.0955059360600157,0.38101543193189785,-0.7301145015256638,-0.11035841887655161,0.2625840881770318,-0.7948940109197771,-0.1034742587739712,0.24043843032033993,-0.9761535158153254,-0.0179989582126025,0.41731444891055874,-0.9799637662138148,-0.11999937270612465,0.4032321314713024,-0.6952812281004885,-0.1635400562220876,0.3346782645806248,-0.626695320229068,-0.18619925615025384,0.0553574037796613,-0.9979981110141641,-0.030583136839368603,0.2414265356472342,-0.8960160464931773,-0.13126845264152,0.23717760395229184,-0.5675471445159865,-0.14229614186851222,0.17204354272209085,-0.5491668271585461,-0.1301630278629373,-0.10512736608244307,-0.915390509690275,-0.06288715072550827,0.06082437423297588,-0.7449722369619937,-0.17215428702632352,0.07125830950705796,-0.4587510314237098,-0.14596363043818672,0.00740312988117497,-0.4596294445405751,-0.10925624415646652,-0.2486850215108345,-0.7841697370865874,-0.10274982401777229,-0.10386802860094162,-0.6349850047877886,-0.16104233702347082,-0.08857361442945495,-0.4309841074072577,-0.13315413220456923,-0.15099540882837467,-0.4271479440844518,-0.10037224755398286,1
0.0,0.0,0.0,0.30313755713807156,-0.1623926310365917,-0.10050098609047894,0.5592142519375541,-0.5588114100687244,-0.13187149109171184,0.4785745415906991,-0.8663478065867299,-0.15391752940375578,0.3355698744256644,-1.0113035392315524,-0.14231415743822304,0.3743100339671314,-0.964302723510812,-0.05701510804870521,0.5226330730368456,-1.212845565993819,-0.1917284400584381,0.4804138064625453,-0.8304497204085384,-0.2184994902791926,0.40585678853042567,-0.7335434712064888,-0.2175113187753089,0.1543791051555701,-0.9856049855487319,-0.06891954985959609,0.3156792074630813,-1.2113611856254658,-0.2170016468796327,0.2882714233063022,-0.744351662596927,-0.21321051723857654,0.2004384078924524,-0.708085503639775,-0.17317564621088372,-0.05847206764254936,-0.960484118295865,-0.10396677995887245,0.0788031930323979,-1.126449273316519,-0.27724866157332906,0.0866246896297166,-0.6843140367540738,-0.20979912500648704,0.006364841580800632,-0.6537202350044938,-0.12271420702520057,-0.285684922735801,-0.9023130330763932,-0.1422888923991406,-0.14336931798615596,-1.0282420806685295,-0.23793303862561435,-0.10236467160018903,-0.7152115684841205,-0.16224029286891972,-0.16735809168353968,-0.6594629296812267,-0.08210239265693899,1
0.0,0.0,0.0,0.2477245631606769,-0.18144438105571664,-0.10033869433051222,0.4542365432847784,-0.4625550798324781,-0.13490809392191785,0.42084400149394247,-0.7047349010242815,-0.16852758038496918,0.2543581175715756,-0.7165124555834872,-0.20306433616614422,0.28096130045447015,-0.9428574782067961,-0.01654662802038403,0.32652509974170923,-1.232220674569313,-0.07948182548454061,0.36628980819586693,-1.3690835364663547,-0.15162236735471632,0.4148848353806501,-1.4497222497581843,-0.20405887502417147,0.1043577334864444,-0.9942385586998684,-0.024477578638027225,0.11289597810154763,-1.3385498885633897,-0.07054471740257888,0.1393236634316816,-1.513777195655633,-0.13884135670040634,0.18430287950070137,-1.6076785097203603,-0.19530321591040298,-0.059294129905574575,-0.9590559260531601,-0.05077922149131836,-0.05910036289148566,-1.2865854507250443,-0.10581850457752197,-0.02354198041459976,-1.4530739445704581,-0.17294505309116476,0.04017241006951583,-1.5360815189259565,-0.22388719198089263,-0.2349132615813076,-0.8509336158372783,-0.08883143486988834,-0.3013607357991461,-1.1141113751815606,-0.13711150168212816,-0.28255078313432763,-1.252338673212097,-0.16991368678861057,-0.22253040259666146,-1.324590675602698,-0.19690131924517265,1
0.0,0.0,0.0,0.27228567172676893,-0.2597808483914246,-0.03805402328348585,0.4632033282442349,-0.5462062554369089,-0.06776417310115654,0.4841089877016599,-0.8028497384050501,-0.11749598385180836,0.4132188202642067,-0.9999028129672296,-0.15541250966152836,0.33704916029896065,-0.9651637178630602,0.02739988188497425,0.4377904798235336,-1.2258880549223858,-0.09037782807207628,0.47564363587244757,-0.958955473322913,-0.1762638705407405,0.4465824370652085,-0.7273074144392929,-0.2100065813798108,0.18276567281419348,-0.9831045678522647,-0.010105320815641462,0.2838512903057081,-1.3058726237531386,-0.11489780223920298,0.3402026332294692,-1.0054868059241653,-0.1621364835969125,0.3137935183512353,-0.7509592325221774,-0.16832716409992568,0.01472731661952074,-0.9631324583880697,-0.06637271045321888,0.09917597826389864,-1.264467076935199,-0.16568250204758742,0.18863214689518196,-0.9930099993700057,-0.15918800654127074,0.18589879716509589,-0.7475871087489079,-0.12413669996726563,-0.1752210620828379,-0.8992293506007547,-0.12844345542141805,-0.10430032893686005,-1.202795544324432,-0.1907033832761741,0.006239559933183763,-1.0376970223939572,-0.15844923529398966,0.03908846476792922,-0.8248068411000778,-0.11364576484579546,1
0.0,0.0,0.0,0.27160993784003573,-0.17581301113600867,-0.10019714041979902,0.48311886602485205,-0.5039477518419744,-0.11664338637865118,0.4959166722995858,-0.8226237809460447,-0.13165432693628346,0.32710479471265413,-0.8393743930303327,-0.14496680356951377,0.24868402340540288,-0.9655936399468155,0.03833276296036242,0.2877396535719574,-1.2733825053376975,0.0014069846857399867,0.3278416698176321,-1.4372322886167568,-0.053960736550395356,0.3893503959889801,-1.5628750781776652,-0.09952414149144882,0.09030566469358144,-0.9952078186490688,0.03750046165066287,0.08225763741427908,-1.3411378393147,0.004615729106890504,0.11965418566720915,-1.54455660517844,-0.05592989566439505,0.192041953134054,-1.7030487167880253,-0.10409941541929292,-0.0565223231855292,-0.9534026719938283,0.01488358226726025,-0.07599412092179587,-1.282467898126472,-0.039984171730098404,-0.01807491761874049,-1.474955529881253,-0.10821963870599696,0.07302865746275915,-1.5900112165825318,-0.15393494847791242,-0.21673652402097407,-0.8557607459212325,-0.020849183418056888,-0.25249765471182267,-1.1301061812694193,-0.07928289599800817,-0.2100164339340343,-1.2849346138991935,-0.12151850638458594,-0.12696775894680687,-1.3727068652747805,-0.15082405273961125,1
0.0,0.0,0.0,0.3094641036527823,-0.12604782711310705,-0.0987076448298761,0.5682473594764366,-0.3347944805534365,-0.1229884179158161,0.7319265863286455,-0.5541546449189318,-0.1460523623689809,0.7484890114746933,-0.7534972933394245,-0.16433064360024544,0.3644099861714629,-0.9227758756131668,0.022428146464492527,0.4920773146421528,-1.250639153124205,-0.01959465090040857,0.5722487759779329,-1.449652491342614,-0.07544912642751593,0.6419578953055324,-1.6110324204191393,-0.11583112807866984,0.1839205979956002,-0.9827962730036625,0.01687303775409857,0.24464011298479282,-1.3890518402564498,-0.008874121767280474,0.29887609668600373,-1.641173384864663,-0.064605983270963,0.34955447140401563,-1.8445846102104047,-0.1085005079303941,0.007732529686449644,-0.9587672162585312,-0.010625619996615149,0.026023311721560003,-1.3307736723626848,-0.052314017235919816,0.0634347591407535,-1.571658018336083,-0.10814438959023319,0.10860578589923155,-1.7760349162880285,-0.1480607894313771,-0.17274372008660732,-0.8678695628723476,-0.05129662182925963,-0.19970244744555718,-1.1517063617210719,-0.10195185460321252,-0.2057088228575328,-1.3475537312869694,-0.1316747183612222,-0.19088155565611714,-1.5290843378851673,-0.15013222286369796,1
0.0,0.0,0.0,0.28770706187325856,-0.1401775130743954,-0.08969800364645654,0.5286443269270842,-0.3975619500905031,-0.11911062318340315,0.6441470457441362,-0.6687049336728437,-0.1510381048021316,0.5046162235472926,-0.754601950372509,-0.18263487470917983,0.33352553619544906,-0.9278333518526077,0.018578114781279888,0.4266727267337398,-1.2634507994716395,-0.03757510511764132,0.4991402665329624,-1.4533104933277514,-0.10532267573963745,0.5799305388607126,-1.6055376510420667,-0.1566637081550556,0.17041442130138526,-0.9853605123697446,0.004856508514178054,0.21885371094576436,-1.3656361041401803,-0.04032201396935505,0.2888957196290127,-1.5928638454950226,-0.10654189022645617,0.37517941520223924,-1.7781178850055388,-0.15843939272986746,0.009751624350063442,-0.9644568095143388,-0.028637103039414902,0.031051876701253513,-1.3116712475140146,-0.07904288711910548,0.09778608943308476,-1.521051729688925,-0.13599033204944486,0.18680794698229067,-1.6809550024417421,-0.17792086368170604,-0.16100126022041727,-0.882796748230535,-0.07548817883705711,-0.15777356675343576,-1.1558700439045966,-0.12117969273957367,-0.12038284250922592,-1.3297137909001617,-0.14920123337766494,-0.047407314256257084,-1.47463000990447,-0.17167364046473976,1
0.0,0.0,0.0,0.2618421904738965,-0.21180026164776955,-0.025353276666874657,0.4680285680398848,-0.5115633474111255,-0.05019216359062004,0.518578526711956,-0.7438958951920921,-0.09851949663168909,0.39208107307314755,-0.7887376586818734,-0.1372917137773433,0.3573076525230593,-0.9719991597796159,0.03094932040349991,0.4603022577228037,-1.2883655090753687,-0.09110708522600049,0.5014657300526504,-1.0493592641326615,-0.17436555969334896,0.48254527759358096,-0.8118209334917452,-0.20390865038773875,0.201058686196141,-0.9794878725842582,-0.013375805226064534,0.28970020210716546,-1.287494397316477,-0.13365369472324662,0.34388169198917085,-0.9668221766181437,-0.18162523973104738,0.3337870811926248,-0.700418161377451,-0.18199168424615247,0.028431078160939607,-0.9504690115662061,-0.07476004703299399,0.11516247780646316,-1.233110834824825,-0.18704462694804236,0.20728131994848636,-0.9239702824050317,-0.1852463270942811,0.21809109688387193,-0.6537104306104939,-0.14713626565345544,-0.16291198228180634,-0.8755089348329811,-0.14072822395215515,-0.05937686845527982,-1.121988147690229,-0.21105000638952226,0.04963046500213815,-0.9283701484279175,-0.18776080186752908,0.08615208263384272,-0.712178723962846,-0.14657365286249177,1
0.0,0.0,0.0,0.2827836373633486,-0.14788439744024798,-0.08765067429371978,0.5089211699710818,-0.48321042801957875,-0.10117782008658086,0.5023052277600775,-0.7973018870583881,-0.1111994948243479,0.3354385149248274,-0.8759890624626722,-0.12162686791885605,0.3412943648454557,-0.9206216624842958,0.00233468684368537,0.42565802541102515,-1.2397664064775773,-0.05672710889754198,0.503853513355051,-1.404672069963251,-0.11995069260094678,0.5887433051954523,-1.5330729102034035,-0.1667132591758454,0.1908433411991657,-0.9816055200837006,-0.005424210647294121,0.2776764787501839,-1.3392434348001798,-0.04687069321358678,0.3632427824358067,-1.546729200228764,-0.10155367115178879,0.4516825352584605,-1.7109170032340053,-0.14476164007708858,0.03694287791292275,-0.9695959494916998,-0.03298980332304469,0.1025324917431748,-1.3259918796682162,-0.08490263596872692,0.18379657029584473,-1.5508407800523794,-0.140897339142543,0.2727615310742921,-1.7339021073832805,-0.18201404062558071,-0.1381491824342364,-0.9016301941875189,-0.0717437338950809,-0.12032179865157074,-1.1911324628966975,-0.11964029682672118,-0.08996483500874197,-1.3881738039367868,-0.14956377221695905,-0.0493147910111523,-1.571469814880741,-0.17449707953788085,1
0.0,0.0,0.0,0.2873157179273728,-0.15443518239440499,-0.07631255832875844,0.5130376804686263,-0.4066189798537539,-0.09430523931172395,0.6412443185796736,-0.6405911450249314,-0.11536895016586989,0.5967847547519471,-0.7915905194849774,-0.1359605491535967,0.2951749576314953,-0.9499811848138809,0.02074842002075773,0.38788232296985353,-1.2808937336682067,-0.03158033104386726,0.45906573123199923,-1.4680423768763482,-0.09771758745940855,0.5315220214643013,-1.6277148535755648,-0.14706839111333192,0.1275896648272128,-0.9918219405991084,0.0031804992529768845,0.1687455517093927,-1.3701785645048719,-0.0368991463476365,0.22173522670620482,-1.6122473627122789,-0.1052542525828523,0.28192509536400584,-1.81365497085072,-0.16022299639018034,-0.03910252707125688,-0.9595546280130457,-0.03292974390619255,-0.006166153033776199,-1.3238793029096236,-0.08338564378852326,0.04577906370230671,-1.554998162727868,-0.14711881004620153,0.11137121945521122,-1.7504189700636177,-0.19431555680229431,-0.2129632977274564,-0.8651636282973005,-0.0795513663999647,-0.2388229210277431,-1.1428816488440006,-0.13439190091449513,-0.23071647369584514,-1.3310907990996403,-0.16943513071879548,-0.1933664821842693,-1.504983707551901,-0.19417880022331016,1
